9531 東証1部 東京ガス(株)（電気・ガス業）,,,,,
"2017-05-19","574.1","583.5","573.3","583.3","8914000","2916.5"
"2017-05-22","579.3","586","577","585.5","7373000","2927.5"
"2017-05-23","585.5","586.5","580.2","581.8","7516000","2909"
"2017-05-24","585","585.8","577.1","579.8","8326000","2899"
"2017-05-25","585","588.2","580.5","587.9","8874000","2939.5"
"2017-05-26","584.3","586.9","579.3","579.3","3952000","2896.5"
"2017-05-29","578.7","582.6","574.4","580.3","3656000","2901.5"
"2017-05-30","579.3","584.5","579.3","584.4","3886000","2922"
"2017-05-31","581","581.3","572.4","575","10857000","2875"
"2017-06-01","579.8","598.6","578.3","594.1","9335000","2970.5"
"2017-06-02","592.9","598.2","588.2","592","8174000","2960"
"2017-06-05","585.4","596.3","583.7","594.2","5754000","2971"
"2017-06-06","593.2","596.7","588.9","590.4","5721000","2952"
"2017-06-07","591.8","595.9","587.2","590.1","6526000","2950.5"
"2017-06-08","590.4","597","587.7","588.8","7394000","2944"
"2017-06-09","585.8","592.4","585.8","589.7","7031000","2948.5"
"2017-06-12","593","603.8","591.5","600.9","8115000","3004.5"
"2017-06-13","598","603.2","596.2","600.4","6935000","3002"
"2017-06-14","600.1","607","598.5","604","6572000","3020"
"2017-06-15","604","609.7","600.4","608","6216000","3040"
"2017-06-16","608.2","609.2","601.7","603.1","7500000","3015.5"
"2017-06-19","596.5","605.7","594.5","602.9","5372000","3014.5"
"2017-06-20","603.6","606.4","596.9","597","7898000","2985"
"2017-06-21","599.8","599.8","587.9","588.8","9261000","2944"
"2017-06-22","588.1","590.6","585.6","586","8970000","2930"
"2017-06-23","585.9","586.2","582.1","583.4","5356000","2917"
"2017-06-26","580.6","587","578.8","586.4","4652000","2932"
"2017-06-27","586","588.8","584.5","586.3","5072000","2931.5"
"2017-06-28","586.3","589.5","583","583.8","6118000","2919"
"2017-06-29","586.5","591.3","585.1","590.5","6876000","2952.5"
"2017-06-30","586.1","587.5","582","584.3","7115000","2921.5"
"2017-07-03","583.6","585.1","579.7","581.9","4690000","2909.5"
"2017-07-04","583","588","577.5","580.7","5840000","2903.5"
"2017-07-05","578","585","578","583.2","4534000","2916"
"2017-07-06","582.8","584.8","579.3","581.3","5160000","2906.5"
"2017-07-07","574.5","579.3","570.6","571.3","4731000","2856.5"
"2017-07-10","573.5","577.5","572.5","576.3","2785000","2881.5"
"2017-07-11","575.5","580.5","573.3","577.2","3742000","2886"
"2017-07-12","574.2","577.1","569.3","569.9","5583000","2849.5"
"2017-07-13","573.7","577.6","570.1","576.3","5964000","2881.5"
"2017-07-14","576.7","583.1","575.1","579.2","4348000","2896"
"2017-07-18","579.1","583.7","575.4","577.7","4380000","2888.5"
"2017-07-19","575.4","577.5","573.6","574","6990000","2870"
"2017-07-20","572.5","581","569.5","576.9","6819000","2884.5"
"2017-07-21","577","583.6","574.9","575.8","6183000","2879"
"2017-07-24","572","572.4","566.1","571.1","5854000","2855.5"
"2017-07-25","570.1","573","568.4","571.2","2811000","2856"
"2017-07-26","572","575.7","568.6","573.5","4319000","2867.5"
"2017-07-27","572.4","590.2","572.1","588","7489000","2940"
"2017-07-28","584.2","601.6","583.8","593.5","7008000","2967.5"
"2017-07-31","590.5","591.8","582.7","585.1","8488000","2925.5"
"2017-08-01","575.1","577.6","567.2","570.1","10982000","2850.5"
"2017-08-02","571.7","573","564.4","567.6","6301000","2838"
"2017-08-03","574.1","579.5","571","571.4","7274000","2857"
"2017-08-04","572.3","577.3","570.2","576.2","7379000","2881"
"2017-08-07","578.8","589.2","578.4","588.3","5283000","2941.5"
"2017-08-08","588.3","590.7","585.3","589.8","4115000","2949"
"2017-08-09","589.3","590.2","576.9","580.9","5298000","2904.5"
"2017-08-10","583.9","588.8","581.7","585","6040000","2925"
"2017-08-14","584.7","591.5","580","582.4","6324000","2912"
"2017-08-15","583.3","586.3","579.9","582.4","5957000","2912"
"2017-08-16","582.8","586.9","582.8","583.1","2927000","2915.5"
"2017-08-17","581.5","581.6","576.5","578.2","5005000","2891"
"2017-08-18","575.3","578","568.2","574.8","7189000","2874"
"2017-08-21","579.8","593.2","576.2","592.4","6543000","2962"
"2017-08-22","591","592.1","579.2","579.6","5848000","2898"
"2017-08-23","581","581.9","569.1","570.4","8270000","2852"
"2017-08-24","565.4","567.4","560.5","563","7629000","2815"
"2017-08-25","558.2","561.2","554.9","559.4","7375000","2797"
"2017-08-28","564.1","571.5","557.9","570","7002000","2850"
"2017-08-29","567.5","570.8","565.1","567.3","4200000","2836.5"
"2017-08-30","567.6","579.5","566.3","577.9","6833000","2889.5"
"2017-08-31","577.4","584","575.4","583.2","5555000","2916"
"2017-09-01","582.2","583.2","576.4","580.3","3750000","2901.5"
"2017-09-04","581","582.9","568.7","572.4","4100000","2862"
"2017-09-05","571.5","572.4","562.7","566.5","4122000","2832.5"
"2017-09-06","564.6","568","560.1","568","4394000","2840"
"2017-09-07","570.2","572.8","567.1","568.1","3417000","2840.5"
"2017-09-08","573.8","573.8","566.1","568.3","6548000","2841.5"
"2017-09-11","575","580.1","570.5","573.3","5015000","2866.5"
"2017-09-12","581","582","575.4","577","3663000","2885"
"2017-09-13","577","581.1","576.1","579.9","3595000","2899.5"
"2017-09-14","582","583.8","571.7","572.8","6777000","2864"
"2017-09-15","578.5","578.7","553.5","555.1","12776000","2775.5"
"2017-09-19","558.9","576.2","557.7","574.5","10556000","2872.5"
"2017-09-20","567.5","572.6","560.3","563.4","8216000","2817"
"2017-09-21","563","566.7","561","564.7","8795000","2823.5"
"2017-09-22","565.6","567.8","563.4","567.7","5123000","2838.5"
"2017-09-25","565.4","566.9","554.5","560.1","8300000","2800.5"
"2017-09-26","560.7","567.4","560.5","564.4","6418000","2822"
"2017-09-27","2789.5","2794","2763","2763","1000400","2763"
"2017-09-28","2797","2845","2786","2844","1704200","2844"
"2017-09-29","2826.5","2826.5","2735.5","2758","2409500","2758"
"2017-10-02","2765","2785.5","2746.5","2749","977500","2749"
"2017-10-03","2782.5","2806.5","2778","2798.5","1095100","2798.5"
"2017-10-04","2805","2849","2804","2836.5","1051400","2836.5"
"2017-10-05","2845","2886","2841","2859.5","1302500","2859.5"
"2017-10-06","2872","2878","2812.5","2814.5","1272400","2814.5"
"2017-10-10","2845.5","2879","2823.5","2874.5","1373700","2874.5"
"2017-10-11","2858","2891","2854.5","2874","971800","2874"
"2017-10-12","2890","2906.5","2875.5","2876.5","1074500","2876.5"
"2017-10-13","2836.5","2909","2833","2887.5","1045800","2887.5"
"2017-10-16","2880","2924","2874","2896.5","923200","2896.5"
"2017-10-17","2898","2903","2874.5","2881","893400","2881"
"2017-10-18","2890","2914","2882","2907.5","844100","2907.5"
"2017-10-19","2895","2909","2865","2872","1393500","2872"
"2017-10-20","2870","2898.5","2868","2895","803800","2895"
"2017-10-23","2918.5","2919.5","2899","2908.5","631000","2908.5"
"2017-10-24","2925","2965","2921.5","2961.5","1131300","2961.5"
"2017-10-25","2949.5","2949.5","2885","2895","1179600","2895"
"2017-10-26","2895","2904","2867","2887","1016000","2887"
"2017-10-27","2900","2905","2851","2868","1321900","2868"
"2017-10-30","2887","2887","2823.5","2834.5","1930400","2834.5"
"2017-10-31","2850","2857.5","2802","2820.5","1465500","2820.5"
"2017-11-01","2798","2821","2787","2793","2000300","2793"
"2017-11-02","2793","2799.5","2767.5","2794.5","1488300","2794.5"
"2017-11-06","2787","2789","2754","2763.5","1456400","2763.5"
"2017-11-07","2762.5","2800","2736","2800","1810500","2800"
"2017-11-08","2800","2833.5","2790.5","2833.5","2035000","2833.5"
"2017-11-09","2836","2922.5","2836","2871.5","2495400","2871.5"
"2017-11-10","2830","2855","2785.5","2826","1947900","2826"
"2017-11-13","2811","2832.5","2780","2782.5","1455600","2782.5"
"2017-11-14","2768","2768","2722","2726","1695100","2726"
"2017-11-15","2727","2734.5","2663.5","2676.5","1903300","2676.5"
"2017-11-16","2678.5","2685","2650","2662.5","1134900","2662.5"
"2017-11-17","2675","2675","2610.5","2618","2056400","2618"
"2017-11-20","2598","2608","2572.5","2586.5","1273900","2586.5"
"2017-11-21","2592.5","2628","2577.5","2608.5","1749200","2608.5"
"2017-11-22","2605","2605.5","2567","2576","1598500","2576"
"2017-11-24","2600","2612","2587.5","2593","1127400","2593"
"2017-11-27","2599","2606","2552.5","2559.5","1163000","2559.5"
"2017-11-28","2574","2616.5","2568.5","2607.5","1644300","2607.5"
"2017-11-29","2607.5","2626.5","2593","2621.5","1179400","2621.5"
"2017-11-30","2621.5","2654","2605","2635","2100600","2635"
"2017-12-01","2645.5","2661","2627.5","2643","1317000","2643"
"2017-12-04","2641","2643","2589","2592.5","1309000","2592.5"
"2017-12-05","2588.5","2635.5","2583.5","2633.5","1128800","2633.5"
"2017-12-06","2621.5","2637.5","2590","2602.5","1274100","2602.5"
"2017-12-07","2604.5","2618.5","2592.5","2609","859800","2609"
"2017-12-08","2590","2642","2590","2623.5","1519000","2623.5"
"2017-12-11","2636.5","2650","2616","2638","964500","2638"
"2017-12-12","2640.5","2664","2628.5","2641.5","967000","2641.5"
"2017-12-13","2644","2692.5","2634","2680","1650800","2680"
"2017-12-14","2693.5","2708.5","2664","2680","1572600","2680"
"2017-12-15","2663.5","2664","2556","2560","2734500","2560"
"2017-12-18","2579","2603","2570","2598.5","1113100","2598.5"
"2017-12-19","2637.5","2668","2602.5","2610","1330000","2610"
"2017-12-20","2600","2634.5","2592","2633","1361300","2633"
"2017-12-21","2632","2643","2605","2639.5","1394200","2639.5"
"2017-12-22","2634","2635","2585.5","2590","1215500","2590"
"2017-12-25","2604.5","2609.5","2588","2607.5","446200","2607.5"
"2017-12-26","2602.5","2615.5","2594","2599.5","494700","2599.5"
"2017-12-27","2599.5","2602.5","2586.5","2596","425100","2596"
"2017-12-28","2594","2594","2571.5","2575.5","792500","2575.5"
"2017-12-29","2571","2591","2566.5","2578.5","481200","2578.5"
