9531 東証1部 東京ガス(株)（電気・ガス業）,,,,,
"2014-06-24","580","586","578","583","5753000","2915"
"2014-06-25","582","587","581","581","5401000","2905"
"2014-06-26","585","588","583","585","5523000","2925"
"2014-06-27","582","584","572","578","7819000","2890"
"2014-06-30","582","592","581","592","8701000","2960"
"2014-07-01","590","597","589","593","5995000","2965"
"2014-07-02","596","598","593","597","6147000","2985"
"2014-07-03","598","598","592","595","4909000","2975"
"2014-07-04","590","592","588","592","4422000","2960"
"2014-07-07","592","593","589","591","2458000","2955"
"2014-07-08","587","595","583","594","7322000","2970"
"2014-07-09","587","595","587","592","5352000","2960"
"2014-07-10","593","594","589","591","4104000","2955"
"2014-07-11","583","589","580","588","6022000","2940"
"2014-07-14","587","593","585","590","4149000","2950"
"2014-07-15","590","597","590","594","6923000","2970"
"2014-07-16","598","599","594","598","6192000","2990"
"2014-07-17","599","600","595","596","5818000","2980"
"2014-07-18","593","597","590","595","6510000","2975"
"2014-07-22","598.5","604.9","597","604.9","10974000","3024.5"
"2014-07-23","606.4","607.9","599.5","601.8","8399000","3009"
"2014-07-24","605.2","612","602.6","606.2","8746000","3031"
"2014-07-25","609.9","614.3","607.5","614","6468000","3070"
"2014-07-28","610.3","613.8","605.8","609.3","6155000","3046.5"
"2014-07-29","612","613.8","608.1","610.9","4396000","3054.5"
"2014-07-30","607","610","592.7","595.3","9778000","2976.5"
"2014-07-31","595.3","597.8","591.5","592.6","6098000","2963"
"2014-08-01","593.7","598.9","591.5","596.5","5946000","2982.5"
"2014-08-04","595.5","606.4","589.1","601.4","8933000","3007"
"2014-08-05","600.6","604.4","594","596.1","8904000","2980.5"
"2014-08-06","592.8","594.2","582.5","586.5","8633000","2932.5"
"2014-08-07","588.9","588.9","578","583.9","9131000","2919.5"
"2014-08-08","580","582.3","570","570.8","10927000","2854"
"2014-08-11","580","583.9","575.8","581.2","5145000","2906"
"2014-08-12","584.6","590","584.6","588.5","4264000","2942.5"
"2014-08-13","586.1","589.4","584.5","587.8","3884000","2939"
"2014-08-14","589.2","594.8","586.6","594.2","4033000","2971"
"2014-08-15","593.8","596.2","589.1","593.6","3659000","2968"
"2014-08-18","595.2","596.5","593.1","594","2277000","2970"
"2014-08-19","599.5","599.7","594.3","597.2","4713000","2986"
"2014-08-20","600","605.9","597.8","600.1","6421000","3000.5"
"2014-08-21","600.7","604.9","597.5","601.7","4036000","3008.5"
"2014-08-22","608","608","601.5","602","3638000","3010"
"2014-08-25","606.8","606.8","596.5","598.3","4412000","2991.5"
"2014-08-26","599.4","604.1","596.4","597.5","3840000","2987.5"
"2014-08-27","598","603","592.3","595.9","4229000","2979.5"
"2014-08-28","590","594.9","588","589.8","10079000","2949"
"2014-08-29","590.7","594.6","589.4","590.9","8180000","2954.5"
"2014-09-01","591.1","594.4","590","594","2893000","2970"
"2014-09-02","593.2","598.7","591.4","594.1","6373000","2970.5"
"2014-09-03","598.5","604.7","596.1","601","7405000","3005"
"2014-09-04","604.8","608.2","600.2","607.7","6892000","3038.5"
"2014-09-05","612.1","613.4","606.2","609","6368000","3045"
"2014-09-08","615","617.4","611.8","617.4","5688000","3087"
"2014-09-09","616","616.5","611.9","611.9","4808000","3059.5"
"2014-09-10","611","619.6","610","619.3","6119000","3096.5"
"2014-09-11","620","620","612.7","614","6264000","3070"
"2014-09-12","610.9","613.8","608.5","611.8","10678000","3059"
"2014-09-16","614.1","614.6","609.3","612.9","5736000","3064.5"
"2014-09-17","614.8","617.2","609.5","610","4535000","3050"
"2014-09-18","617.2","623.4","616.4","618.7","7442000","3093.5"
"2014-09-19","620.1","620.9","614.9","614.9","11358000","3074.5"
"2014-09-22","617.3","623","615.8","622.2","6551000","3111"
"2014-09-24","618.9","622.8","612.3","622.4","6541000","3112"
"2014-09-25","623.8","631","622.5","631","6136000","3155"
"2014-09-26","619.1","621","612.7","619.9","6911000","3099.5"
"2014-09-29","622.8","623.8","614.5","623.8","6453000","3119"
"2014-09-30","621.9","623.3","612.2","616.5","5863000","3082.5"
"2014-10-01","616.6","622.8","615.2","615.2","4580000","3076"
"2014-10-02","609","610.9","595","596.3","9694000","2981.5"
"2014-10-03","591.9","597.2","588.4","593.2","7226000","2966"
"2014-10-06","597.2","601.3","594.1","594.1","5137000","2970.5"
"2014-10-07","594","606.5","592.8","594.3","9064000","2971.5"
"2014-10-08","589","594.9","587.7","590.7","6108000","2953.5"
"2014-10-09","591.1","592","586.5","589.5","6442000","2947.5"
"2014-10-10","583.6","591.8","583","586.4","10208000","2932"
"2014-10-14","578","584.5","572.3","573.6","13101000","2868"
"2014-10-15","580","585.7","577.1","580","8930000","2900"
"2014-10-16","567","568.1","560.9","561.6","9322000","2808"
"2014-10-17","564.5","568.1","556.8","557","8792000","2785"
"2014-10-20","575","576.1","568.2","572","14180000","2860"
"2014-10-21","572.4","575.8","564.2","566.1","6444000","2830.5"
"2014-10-22","571.9","581.6","569.3","581.5","8482000","2907.5"
"2014-10-23","579.8","585.6","576.6","584.8","5498000","2924"
"2014-10-24","594","595.8","587.5","591.8","6758000","2959"
"2014-10-27","598","610.6","596.7","606","9636000","3030"
"2014-10-28","608.3","612","604.5","606.7","5923000","3033.5"
"2014-10-29","610","616.8","606.8","610.8","9196000","3054"
"2014-10-30","611.1","618.4","609.5","615.1","12610000","3075.5"
"2014-10-31","619.9","638","618.1","635.8","15221000","3179"
"2014-11-04","665.6","669.2","644.7","646.9","15059000","3234.5"
"2014-11-05","646.5","661.3","645","658.1","13363000","3290.5"
"2014-11-06","657","657","640.7","641.6","10190000","3208"
"2014-11-07","649.1","651.4","645.9","648","10135000","3240"
"2014-11-10","647.5","651.6","641.4","645.3","6226000","3226.5"
"2014-11-11","645.2","657.2","644.9","653","6872000","3265"
"2014-11-12","652.3","657.7","649.8","650.3","9690000","3251.5"
"2014-11-13","648.9","655.6","645.5","655","10147000","3275"
"2014-11-14","660","660.6","646","653.3","10841000","3266.5"
"2014-11-17","649.1","649.5","633","635","9171000","3175"
"2014-11-18","644.9","648.6","640.5","648.6","6731000","3243"
"2014-11-19","648.7","651","642.6","644","7235000","3220"
"2014-11-20","644.9","648.3","635.8","639","7702000","3195"
"2014-11-21","639.1","641.7","634.3","640.3","7073000","3201.5"
"2014-11-25","647.5","647.5","634.3","636.7","14712000","3183.5"
"2014-11-26","636.3","645.8","636.1","640.2","7006000","3201"
"2014-11-27","639.2","640.8","635","637.6","6474000","3188"
"2014-11-28","640","647.8","639.8","647.2","7047000","3236"
"2014-12-01","647.8","655.6","646.2","649.7","5794000","3248.5"
"2014-12-02","647","654.9","646.6","653.4","7465000","3267"
"2014-12-03","659","663.8","654.9","656","7396000","3280"
"2014-12-04","660","660","646.8","651.3","8456000","3256.5"
"2014-12-05","644.8","651.6","644.4","651.5","4825000","3257.5"
"2014-12-08","649.2","651.5","637.7","637.9","10028000","3189.5"
"2014-12-09","636.2","644.2","634.3","642.1","7975000","3210.5"
"2014-12-10","639.6","649.4","632.2","635.3","8117000","3176.5"
"2014-12-11","630","636.4","620.8","625.3","10211000","3126.5"
"2014-12-12","621.7","628.5","618.4","620.1","11516000","3100.5"
"2014-12-15","615","624.5","612.2","620.4","6106000","3102"
"2014-12-16","611","618.8","610.1","615.9","8694000","3079.5"
"2014-12-17","617","619.8","611","614.8","8816000","3074"
"2014-12-18","634.8","640.3","620.7","628.5","12477000","3142.5"
"2014-12-19","645","649.1","638.2","643.9","10293000","3219.5"
"2014-12-22","644.5","645","639.5","640.5","7032000","3202.5"
"2014-12-24","649","649","644.8","645.9","4692000","3229.5"
"2014-12-25","646","650.6","641.8","650.2","3659000","3251"
"2014-12-26","648.5","655.1","648","654.2","4176000","3271"
"2014-12-29","658.9","663.5","650.7","661","8488000","3305"
"2014-12-30","664","664","652.1","652.1","5829000","3260.5"
