9501 東証1部 東京電力ホールディングス(株)（電気・ガス業）,,,,,
日付,始値,高値,安値,終値,出来高,終値調整値
"2021-01-04","275","277","270","275","10231600","275"
"2021-01-05","273","281","272","281","13001600","281"
"2021-01-06","277","297","277","295","22060000","295"
"2021-01-07","300","303","294","297","21777300","297"
"2021-01-08","297","301","292","301","17830200","301"
